frequency	language	identifier	gloss	lexeme
1	None	DJN=/	judge	דַּיָּן
1	None	DKH/	crushing	דַּכָּה
1	None	DL=/	door	דַּל
1	None	DLPWN/	Dalphon	דַּלְפֹון
1	None	DLQT/	inflammation	דַּלֶּקֶת
1	None	DNH/	Dannah	דַּנָּה
1	None	DR/	pavement	דַּר
1	None	DRD</	Darda	דַּרְדַּע
1	None	D>H/	red bird	דָּאָה
1	None	DRBN/	point	דָּרְבָן
1	None	DRBN=/	<uncertain>	דָּרְבֹן
1	None	DR</	Darda	דָּרַע
1	None	DB/	bear	דֹּב
1	None	DBRWT/	raft	דֹּבְרֹות
1	None	DB>/	walk	דֹּבֶא
1	None	DDWHW/	Dodavahu	דֹּדָוָהוּ
1	None	DDNJM/	Rodanim	דֹּדָנִים
1	None	DWDJ/	Dodai	דֹּודַי
1	None	DWR==/	tent camp	דֹּור
1	None	DXN/	millet	דֹּחַן
1	None	DQ=/	something thin	דֹּק
1	None	DMH/	<uncertain>	דֻּמָה
1	None	DWGH/	fishery	דּוּגָה
1	None	DWMFQ/	Damascus	דּוּמֶּשֶׂק
1	None	DWR>/	Dura	דּוּרָא
1	None	DBB[	flow	דבב
1	None	DBX[	sacrifice	דבח
1	None	DBQ[	adhere	דבק
1	None	DGH[	multiply	דגה
1	None	DHM[	surprise	דהם
1	None	DHR[	dash	דהר
1	None	DWB[	pine away	דוב
1	None	DWH[	menstruate	דוה
1	None	DWK[	pound	דוך
1	None	DWN[	<uncertain>	דון
1	None	DWY[	leap	דוץ
1	None	DWQ[	pulverise	דוק
1	None	DWC[	trample upon	דושׁ
1	None	DJG[	fish	דיג
1	None	DJN[	judge	דין
1	None	DLP=[	drip	דלף
1	None	DLQ[	burn	דלק
1	None	HGJNH/	<uncertain>	הֲגִינָה
1	None	HDD_RMWN/	Hadad Rimmon	הֲדַד רִמֹּון
1	None	HDSH/	Hadassah	הֲדַסָּה
1	None	HDR==/	Hadad	הֲדַר
1	None	HDWRJM/	<uncertain>	הֲדוּרִים
1	None	HMWNH/	Hamonah	הֲמֹונָה
1	None	HNXH/	release	הֲנָחָה
1	None	HNPH/	swing	הֲנָפָה
1	None	HPKH/	overthrow	הֲפֵכָה
1	None	HPKPK/	crooked	הֲפַכְפַּךְ
1	None	HPGH/	stop	הֲפֻגָה
1	None	HRJSH/	ruin	הֲרִיסָה
1	None	HRJST/	ruin	הֲרִיסֻת
1	None	HRWRJ/	Harorite	הֲרֹורִי
1	None	HTLJM/	mockery	הֲתֻלִים
1	None	HDJ/	Hiddai	הִדַּי
1	None	HJ/	wailing	הִי
1	None	HTWK/	melting	הִתּוּךְ
1	None	H>=	<idiomatic prefix>	הֵא
1	None	HD/	<uncertain>	הֵד
1	None	HJLL/	morning-star	הֵילֵל
1	None	HJMM/	Homam	הֵימָם
1	None	HLM/	Helem	הֵלֶם
1	None	HMH/	<uncertain>	הֵמֶה
1	None	HRWN/	pregnancy	הֵרֹון
1	None	HDR=/	dignity	הֶדֶר
1	None	HMJH/	sound	הֶמְיָה
1	None	HMS/	brush-wood	הֶמֶס
1	None	HRS/	destruction	הֶרֶס
1	None	HBHBJ/	<uncertain>	הַבְהָבַי
1	None	HGRJ=/	Hagri	הַגְרִי
1	None	HXJRWT/	Pi Hahiroth	הַחִירֹות
1	None	HKRH/	expression	הַכָּרָה
1	None	HLMWT/	hammer	הַלְמוּת
1	None	HMN/	<uncertain>	הַמָן
1	None	HPYY/	Happizzez	הַפִּצֵּץ
1	None	HYLLPWNJ/	Hazzelelponi	הַצְלֶלְפֹּונִי
1	None	HYLH/	deliverance	הַצָּלָה
1	None	HYBBH/	Hazzobebah	הַצֹּבֵבָה
1	None	HR_XRS/	Mount Heres	הַר חֶרֶס
1	None	HR>L/	<uncertain>	הַרְאֵל
1	None	HRBH/	<uncertain>	הַרְבָּה
1	None	HRHR/	imagining	הַרְהֹר
1	None	HRMWN/	Harmon	הַרְמֹון
1	None	HCM<WT/	information	הַשְׁמָעוּת
1	None	H>	behold	הָא
1	None	HBNJM/	ebony	הָבְנִים
1	None	HGWT/	meditation	הָגוּת
1	None	HH	alas	הָהּ
1	None	HLJK/	step	הָלִיךְ
1	None	HM/	Ham	הָם
1	None	HR>/	Hara	הָרָא
1	None	HR>H/	Haroeh	הָרֹאֶה
1	None	HRWM/	Harum	הָרוּם
1	None	HCM/	Hashem	הָשֵׁם
1	None	HWD=/	Hod	הֹוד
1	None	HWDWH/	Hodaviah	הֹודְוָה
1	None	HWDWJHW/	Hodaviah	הֹודַוְיָהוּ
1	None	HWHM/	Hoham	הֹוהָם
1	None	HWLLWT/	madness	הֹולֵלוּת
1	None	HWMM/	Homam	הֹומָם
1	None	HWCM</	Hoshama	הֹושָׁמָע
1	None	HYN/	<uncertain>	הֹצֶן
1	None	HRM/	Horam	הֹרָם
1	None	HJDWT/	<uncertain>	הֻיְּדֹות
1	None	HBR[	divide	הבר
1	None	HDH[	put	הדה
1	None	HDK[	tread down	הדך
1	None	HWH=[	fall	הוה
1	None	HWN[	be easy	הון
1	None	HZH[	pant	הזה
1	None	HKR[	do wrong	הכר
1	None	HL>[	<uncertain>	הלא
1	None	HTL[	mock	התל
1	None	HTT[	reprove	התת
1	None	WDN/	Wedan	וְדָן
1	None	WJZT>/	Vaizatha	וַיְזָתָא
1	None	WNJH/	Vaniah	וַנְיָה
1	None	WCNJ/	Vashni	וַשְׁנִי
1	None	WHB/	Waheb	וָהֵב
1	None	WZR/	guilty	וָזָר
1	None	WLD/	child	וָלָד
1	None	WPSJ/	Vophsi	וָפְסִי
1	None	ZBJN>/	Zebina	זְבִינָא
1	None	ZBWDH/	Zebidah	זְבוּדָּה
1	None	ZHJR/	cautious	זְהִיר
1	None	ZW<H/	trembling	זְוָעָה
1	None	ZKWKJT/	transparent	זְכֹוכִית
1	None	ZMJRH/	Zemirah	זְמִירָה
1	None	ZMM/	plan	זְמָם
1	None	Z<JR/	small	זְעֵיר
1	None	ZR</	seed	זְרַע
1	None	ZRBBL/	Zerubbabel	זְרֻבָּבֶל
1	None	ZJZ=/	udder	זִיז
1	None	ZJZH/	Ziza	זִיזָה
1	None	ZJN>/	Zina	זִינָא
1	None	ZJ</	Zia	זִיעַ
1	None	ZJP=/	Ziph	זִיף
1	None	ZJPH/	Ziphah	זִיפָה
1	None	ZMRJ=/	Zimri	זִמְרִי
1	None	ZPRWN/	Ziphron	זִפְרֹון
1	None	ZBD/	endowment	זֵבֶד
1	None	ZJDWN/	running	זֵידֹון
1	None	ZJTN/	Zethan	זֵיתָן
1	None	ZKR==/	Zeker	זֵכֶר
1	None	Z<H/	sweat	זֵעָה
1	None	ZQ/	fire-arrow	זֵק
1	None	ZR<NJM/	herbs	זֵרְעֹנִים
1	None	ZR<JM/	herbs	זֵרֹעִים
1	None	ZTR/	Zethar	זֵתַר
1	None	ZMR/	gazelle	זֶמֶר
1	None	ZRX/	flashing up	זֶרַח
1	None	ZBJ/	Zabbai	זַבַּי
1	None	ZLZLJM/	sprigs	זַלְזַלִּים
1	None	ZMZMJM/	Zamzummites	זַמְזֻמִּים
1	None	ZMR=/	musician	זַמָּר
1	None	ZRZJP/	<uncertain>	זַרְזִיף
1	None	ZRZJR/	<uncertain>	זַרְזִיר
1	None	ZBWD/	Zabud	זָבוּד
1	None	ZG/	skin of grape	זָג
1	None	ZHM/	Zaham	זָהַם
1	None	ZZ>/	Zaza	זָזָא
1	None	ZKW/	innocence	זָכוּ
1	None	ZKWR=/	remembering	זָכוּר
1	None	ZMJR=/	pruning	זָמִיר
1	None	ZNWX=/	Zanoah	זָנֹוחַ
1	None	ZR>/	nausea	זָרָא
1	None	ZWXT/	Zoheth	זֹוחֵת
1	None	ZXLT/	Zoheleth	זֹחֶלֶת
1	None	ZQN==/	old age	זֹקֶן
1	None	ZLT/	vileness	זֻלֻּת
1	None	ZBD[	bestow	זבד
1	None	ZBL[	tolerate	זבל
1	None	ZBN[	buy	זבן
1	None	ZHM[	loath	זהם
1	None	ZHR=[	shine	זהר
1	None	ZWZJM/	Zuzim	זוּזִים
1	None	ZWL[	lavish	זול
1	None	ZWN[	feed	זון
1	None	ZWR==[	be loathsome	זור
1	None	ZJD[	flow over	זיד
1	None	ZMN[	arrange	זמן
1	None	ZNH=[	feel repugnance	זנה
1	None	ZNX=[	stink	זנח
1	None	ZNQ[	leap	זנק
1	None	Z<K[	extinguish	זעך
1	None	Z<Q[	cry	זעק
1	None	ZQP[	erect	זקף
1	None	ZRB[	press	זרב
1	None	ZRH=[	measure off	זרה
1	None	ZRQ=[	be white	זרק
1	None	ZRR[	squeeze	זרר
1	None	XBTJM/	pans	חֲבִתִּים
1	None	XBRT=/	companion	חֲבֶרֶת
1	None	XBYNJH/	Habazziniah	חֲבַצִּנְיָה
1	None	XBRBRT/	skin-specks	חֲבַרְבֻּרֹת
1	None	XBLH/	pledge	חֲבֹלָה
1	None	XBWLH/	harm	חֲבוּלָה
1	None	XDH/	breast	חֲדֵה
1	None	XDT/	new	חֲדַת
1	None	XDCH/	Hadashah	חֲדָשָׁה
1	None	XZJ>L/	Haziel	חֲזִיאֵל
1	None	XZJH/	Hazaiah	חֲזָיָה
1	None	XZW/	Hazo	חֲזֹו
1	None	XZWT=/	vision	חֲזֹות
1	None	XV>/	sin	חֲטָא
1	None	XLJ==/	Hali	חֲלִי
1	None	XLWP/	<uncertain>	חֲלֹוף
1	None	XLQH==/	portion	חֲלֻקָּה
1	None	XLWCH/	defeat	חֲלוּשָׁה
1	None	XMT_YWB>/	Hamath Zobah	חֲמָת צֹובָא
1	None	XNJNH/	kindness	חֲנִינָה
1	None	XNNJH/	Hananiah	חֲנַנְיָה
1	None	XNML/	flood	חֲנָמַל
1	None	XNWK=/	Enoch	חֲנֹוךְ
1	None	XNKJ/	Hanochite	חֲנֹכִי
1	None	XNVJM/	embalming	חֲנֻטִים
1	None	XNPH/	alienation	חֲנֻפָּה
1	None	XSJN/	<uncertain>	חֲסִין
1	None	XSDJH/	Hasadiah	חֲסַדְיָה
1	None	XPRJM/	Hapharaim	חֲפָרַיִם
1	None	XYR_>DR/	Hazar Addar	חֲצַר אַדָּר
1	None	XYR_GDH/	Hazar Gaddah	חֲצַר גַּדָּה
1	None	XYR_SWSJM/	Hazar Susim	חֲצַר סוּסִים
1	None	XYR_SWSH/	Hazar Susah	חֲצַר סוּסָה
1	None	XYR_<JNWN/	Hazar Enan	חֲצַר עֵינֹון
1	None	XRJCJ/	<uncertain>	חֲרִישִׁי
1	None	XRRJM/	lava desert	חֲרֵרִים
1	None	XRKJM/	lattice	חֲרַכִּים
1	None	XRY/	hip	חֲרַץ
1	None	XRBWN/	heat	חֲרָבֹון
1	None	XRWZJM/	string of shells	חֲרוּזִים
1	None	XRWMP/	Harumaph	חֲרוּמַף
1	None	XRWPJ/	Haruphite	חֲרוּפִי
1	None	XCBNH/	Hashabnah	חֲשַׁבְנָה
1	None	XCWK/	darkness	חֲשֹׁוךְ
1	None	XCBH/	Hashubah	חֲשֻׁבָה
1	None	XFWPJ/	<uncertain>	חֲשׂוּפַי
1	None	XTT/	terror	חֲתַת
1	None	XTT=/	Hathath	חֲתַת
1	None	XTLH/	swaddling band	חֲתֻלָּה
1	None	XTNH/	marriage	חֲתֻנָּה
1	None	XRM===/	Horem	חֳרֵם
1	None	XBL=====/	<uncertain>	חִבֵּל
1	None	XWR/	white	חִוָּר
1	None	XZQJ/	Hizki	חִזְקִי
1	None	XJ>L/	Hiel	חִיאֵל
1	None	XJLZ/	Hilez	חִילֵז
1	None	XJLH/	labour pains	חִילָה
1	None	XJN/	<uncertain>	חִין
1	None	XJC/	haste	חִישׁ
1	None	XCQ=/	spoke	חִשֻּׁק
1	None	XCR/	nave	חִשֻּׁר
1	None	XTH/	terror	חִתָּה
1	None	XTWL/	bandage	חִתּוּל
1	None	XBL======/	foetus	חֵבֶל
1	None	XZQ===/	strength	חֵזֶק
1	None	XJLK/	Helech	חֵילֵךְ
1	None	XLB==/	Heled	חֵלֶב
1	None	XLD==/	Heled	חֵלֶד
1	None	XLM/	Heldai	חֵלֶם
1	None	XLP=/	Heleph	חֵלֶף
1	None	XLQ===/	smoothness	חֵלֶק
1	None	XN=/	Hen	חֵן
1	None	XPF/	<uncertain>	חֵפֶשׂ
1	None	XBJWN/	veil	חֶבְיֹון
1	None	XBRJ/	Heberite	חֶבְרִי
1	None	XBRH/	company	חֶבְרָה
1	None	XDWH/	joy	חֶדְוָה
1	None	XDL=/	<uncertain>	חֶדֶל
1	None	XZJWN=/	Hezion	חֶזְיֹון
1	None	XV>H==/	error	חֶטְאָה
1	None	XLBH/	Helbah	חֶלְבָּה
1	None	XLBNH/	galbanum	חֶלְבָּנָה
1	None	XLBWN/	Helbon	חֶלְבֹּון
1	None	XLJH/	ornament	חֶלְיָה
1	None	XLQJ/	Helekite	חֶלְקִי
1	None	XLQJ=/	Helkai	חֶלְקַי
1	None	XLQT_HYWRJM/	Helkath Hazzurim	חֶלְקַת הַצּוּרִים
1	None	XMDN/	Hemdan	חֶמְדָּן
1	None	XMR===/	wine	חֶמֶר
1	None	XSRWN/	want	חֶסְרֹון
1	None	XSD==/	Ben-Hesed	חֶסֶד
1	None	XPYJ_BH/	Hephzibah	חֶפְצִי בָהּ
1	None	XPRJ/	Hepherite	חֶפְרִי
1	None	XYRJ/	Hezro	חֶצְרַי
1	None	XYRW/	Hezro	חֶצְרֹו
1	None	XRMWNJM/	sacred places	חֶרְמֹונִים
1	None	XRS/	scabies	חֶרֶס
1	None	XRC===/	silence	חֶרֶשׁ
1	None	XRC=====/	<uncertain>	חֶרֶשׁ
1	None	XRC======/	Heresh	חֶרֶשׁ
1	None	XRT/	Hereth	חֶרֶת
1	None	XCMWN/	Heshmon	חֶשְׁמֹון
1	None	XTP/	robber	חֶתֶף
1	None	XBRH/	colleague	חַבְרָה
1	None	XBR==/	partner	חַבָּר
1	None	XGJ/	Haggite	חַגִּי
1	None	XGJH/	Haggiah	חַגִּיָּה
1	None	XD=/	<uncertain>	חַד
1	None	XDLJ/	Hadlai	חַדְלָי
1	None	XDRK/	Hadrach	חַדְרָךְ
1	None	XDWDJM/	points	חַדּוּדִים
1	None	XV>H/	sin-offering	חַטָּאָה
1	None	XJY/	wall	חַיִץ
1	None	XJWT/	lifetime	חַיּוּת
1	None	XKLJLJ/	dull	חַכְלִילִי
1	None	XKLLWT/	dullness	חַכְלִלוּת
1	None	XLXWL/	Halhul	חַלְחוּל
1	None	XLMWT/	marshmallow	חַלָּמוּת
1	None	XLC/	weak man	חַלָּשׁ
1	None	XLQ==/	smooth	חַלֻּק
1	None	XMRN/	Hemdan	חַמְרָן
1	None	XMT==/	Hammath	חַמַּת
1	None	XMT===/	Hammath	חַמַּת
1	None	XMT_D>R/	Hammoth Dor	חַמֹּת דֹּאר
1	None	XMW>L/	Hammuel	חַמּוּאֵל
1	None	XMWQ/	turning	חַמּוּק
1	None	XNTN/	Hannathon	חַנָּתֹן
1	None	XSRH/	Hasrah	חַסְרָה
1	None	XSJR/	wanting	חַסִּיר
1	None	XP/	clean	חַף
1	None	XRBWN>/	Harbona	חַרְבֹונָא
1	None	XRBWNH/	Harbona	חַרְבֹונָה
1	None	XRGL/	locust	חַרְגֹּל
1	None	XRHJH/	Harhaiah	חַרְהֲיָה
1	None	XRXS/	Harhas	חַרְחַס
1	None	XRXR/	heat	חַרְחֻר
1	None	XRNPR/	Harnepher	חַרְנֶפֶר
1	None	XRSJT/	sherd	חַרְסִית
1	None	XRYN/	grape	חַרְצָן
1	None	XCBDNH/	Hashbaddanah	חַשְׁבַּדָּנָה
1	None	XCXH/	need	חַשְׁחָה
1	None	XCXW/	need	חַשְׁחוּ
1	None	XCMNJM/	bronze ware	חַשְׁמַנִּים
1	None	XCRH/	<uncertain>	חַשְׁרָה
1	None	XTXTJM/	terror	חַתְחַתִּים
1	None	XGB=/	Hagab	חָגָב
1	None	XGWR/	girded	חָגֹור
1	None	XG>/	shame	חָגָּא
1	None	XJH=/	bearing easily	חָיֶה
1	None	XMJY/	sorrelfodder	חָמִיץ
1	None	XMWY=/	oppressor	חָמֹוץ
1	None	XMWLJ/	Hamulite	חָמוּלִי
1	None	XMWY/	coloured	חָמוּץ
1	None	XNJK/	follower	חָנִיךְ
1	None	XNS/	Hanes	חָנֵס
1	None	XNWT/	room	חָנוּת
1	None	XSWT/	refuge	חָסוּת
1	None	XPR</	Hophra	חָפְרַע
1	None	XYJR=/	leek	חָצִיר
1	None	XYWR_XDTH/	Hazor Hadattah	חָצֹור חֲדַתָּה
1	None	XRJY=/	slice	חָרִיץ
1	None	XRP==/	Hareph	חָרֵף
1	None	XRWY=/	cut	חָרוּץ
1	None	XRWY=====/	Haruz	חָרוּץ
1	None	XRWY===/	moat	חָרוּץ
1	None	XCK=/	dark	חָשֹׁךְ
1	None	XFP/	handful	חָשִׂף
1	None	XB/	pocket	חֹב
1	None	XDC==/	Hodesh	חֹדֶשׁ
1	None	XWB/	guilt	חֹוב
1	None	XWBH/	Hobah	חֹובָה
1	None	XWX=/	recess	חֹוחַ
1	None	XWL=/	phoenix	חֹול
1	None	XWRJ/	<uncertain>	חֹורָי
1	None	XLD=/	mole-rat	חֹלֶד
1	None	XMV/	reptile	חֹמֶט
1	None	XMC==/	<uncertain>	חֹמֶשׁ
1	None	XNP=/	alienation	חֹנֶף
1	None	XSH/	Hosah	חֹסָה
1	None	XPC/	cloth	חֹפֶשׁ
1	None	XRJ==/	cake	חֹרִי
1	None	XRP=/	youth	חֹרֶף
1	None	XTMT/	sealing ring	חֹתֶמֶת
1	None	XBH/	Hubbah	חֻבָּה
1	None	XMVH/	Humtah	חֻמְטָה
1	None	XMLH=/	compassion	חֻמְלָה
1	None	XPCH/	freedom	חֻפְשָׁה
1	None	XPH=/	Huppah	חֻפָּה
1	None	XQQ/	Hukkok	חֻקֹּק
1	None	XCM=/	Hushim	חֻשִׁם
1	None	XBB[	love	חבב
1	None	XBR=[	be brilliant	חבר
1	None	XDR[	surround	חדר
1	None	XWPM/	Hupham	חוּפָם
1	None	XWPMJ/	Huphamite	חוּפָמִי
1	None	XWQQ/	Hukok	חוּקֹק
1	None	XWRJ=/	Huri	חוּרִי
1	None	XWRJ==/	Hurai	חוּרַי
1	None	XWCJM=/	Hushim	חוּשִׁים
1	None	XWCH/	Hushah	חוּשָׁה
1	None	XWB[	be guilty	חוב
1	None	XWG[	<uncertain>	חוג
1	None	XWR[	grow pale	חור
1	None	XWC=[	feel	חושׁ
1	None	XVB=[	be coloured	חטב
1	None	XVM[	restrain	חטם
1	None	XL>[	fall ill	חלא
1	None	XLV[	decide	חלט
1	None	XLL==[	play flute	חלל
1	None	XMY=[	oppress	חמץ
1	None	XMR=[	be red	חמר
1	None	XNH=[	be gracious	חנה
1	None	XNN=[	be loathsome	חנן
1	None	XSD=[	insult	חסד
1	None	XSL[	consume	חסל
1	None	XSN[	store	חסן
1	None	XSPS[	crackle	חספס
1	None	XP>[	<uncertain>	חפא
1	None	XPP[	shelter	חפף
1	None	XPY=[	bend down	חפץ
1	None	XPC[	be free	חפשׁ
1	None	XRB[	destroy	חרב
1	None	XRG[	come out	חרג
1	None	XRH=[	diminish	חרה
1	None	XRK[	start?	חרך
1	None	XRK[	burn	חרך
1	None	XRP==[	confuse	חרף
1	None	XRY=[	be eager	חרץ
1	None	XRR=[	be hoarse	חרר
1	None	XRT[	engrave	חרת
1	None	XCB[	consider	חשׁב
1	None	XCX[	need	חשׁח
1	None	XCL[	wear out	חשׁל
1	None	XCL[	hammer	חשׁל
1	None	XFP=[	accelerate	חשׂף
1	None	XTH=[	knock down	חתה
1	None	XTK[	be determined	חתך
1	None	XTM[	seal	חתם
1	None	XTP[	snatch away	חתף
1	None	VBLJHW/	Tabaliah	טְבַלְיָהוּ
1	None	VBWLJM/	turban	טְבוּלִים
1	None	VWT	fastingly	טְוָת
1	None	VXWN/	hand-mill	טְחֹון
1	None	VLJ/	lamb	טְלִי
1	None	VL>JM/	Telaim	טְלָאִים
1	None	VBXT/	Tibhath	טִבְחַת
1	None	VJX/	coating	טִיחַ
1	None	VPXJM/	healthy ones	טִפֻּחִים
1	None	VBT=/	Tebeth	טֵבֵת
1	None	VBX==/	Tebah	טֶבַח
1	None	VLM/	Telem	טֶלֶם
1	None	VLM=/	Telem	טֶלֶם
1	None	VBRMN/	Tabrimmon	טַבְרִמֹּן
1	None	VBX/	executioner	טַבַּח
1	None	VBXH=/	female cook	טַבָּחָה
1	None	VBT/	Tabbath	טַבָּת
1	None	VXNH/	grinding mill	טַחֲנָה
1	None	VLVLH/	hurling	טַלְטֵלָה
1	None	VRPLJ/	<unknown>	טַרְפְּלָי
1	None	VPT/	Taphath	טָפַת
1	None	VWB_>DNJH/	Tob-Adonijah	טֹוב אֲדֹנִיָּה
1	None	VWBJHW/	Tobijah	טֹובִיָּהוּ
1	None	VXNWT/	molar teeth	טֹחֲנֹות
1	None	V>B[	be good	טאב
1	None	V>V>[	sweep	טאטא
1	None	VWF[	flutter	טושׂ
1	None	VXH[	shoot	טחה
1	None	VXX[	be besmeared	טחח
1	None	VLL[	shelter	טלל
1	None	VLL[	cover	טלל
1	None	VMH[	be unclean	טמה
1	None	VNP[	soil	טנף
1	None	V<H[	wander	טעה
1	None	V<N[	load	טען
1	None	V<N=[	pierce	טען
1	None	VPX[	spread	טפח
1	None	VPX=[	bring forth	טפח
1	None	VPP[	trip	טפף
1	None	VPC[	be unfeeling	טפשׁ
1	None	VRX[	burden	טרח
1	None	J>TRJ/	Jeatherai	יְאָתְרַי
1	None	JBRKJHW/	Jeberekiah	יְבֶרֶכְיָהוּ
1	None	JG<H/	wearying	יְגִעָה
1	None	JGR/	heap of stones	יְגַר
1	None	JDDWT/	beloved one	יְדִדוּת
1	None	JDJDJH/	Jedidiah	יְדִידְיָהּ
1	None	JDJDH/	Jedidah	יְדִידָה
1	None	JDJDT/	love-song	יְדִידֹת
1	None	JHB/	<uncertain>	יְהָב
1	None	JHWSP/	Joseph	יְהֹוסֵף
1	None	JHWCB</	Jehosheba	יְהֹושֶׁבַע
1	None	JHD/	Jehud	יְהוּד
1	None	JHWDJT/	Judith	יְהוּדִית
1	None	JHWKL/	Jehucal	יְהוּכַל
1	None	JWNJ/	Greek	יְוָנִי
1	None	JZJ>L/	Jeziel	יְזִיאֵל
1	None	JZNJH/	Jezaniah	יְזַנְיָה
1	None	JZNJHW/	Jezaniah	יְזַנְיָהוּ
1	None	JXJH/	Jehiah	יְחִיָּה
1	None	JKNJHW/	Jehoiachin	יְכָנְיָהוּ
1	None	JKWNJH/	Jehoiachin	יְכֹונְיָה
1	None	JLL/	howling	יְלֵל
1	None	JMJMH/	Jemimah	יְמִימָה
1	None	JNJQH/	shoot	יְנִיקָה
1	None	JSD/	establishment	יְסֻד
1	None	JSWDH/	foundation	יְסוּדָה
1	None	J<P=/	<uncertain>	יְעָף
1	None	J<RJM/	Jearim	יְעָרִים
1	None	J<W>L/	Jeuel	יְעוּאֵל
1	None	J<WY/	Jeuz	יְעוּץ
1	None	JYQH/	casting of metal	יְצֻקָה
1	None	JYRJM/	members	יְצֻרִים
1	None	JQDH/	firebrand	יְקֵדָה
1	None	JQBY>L/	Jekabzeel	יְקַבְצְאֵל
1	None	JQWTJ>L/	Jekuthiel	יְקוּתִיאֵל
1	None	JRJH/	Jeriah	יְרִיָּה
1	None	JRJ>L/	Jeriel	יְרִיאֵל
1	None	JRJBJ/	Jeribai	יְרִיבַי
1	None	JRJ<WT/	Jerioth	יְרִיעֹות
1	None	JRMJ/	Jeremai	יְרֵמַי
1	None	JRBCT/	Jerub-Besheth	יְרֻבֶּשֶׁת
1	None	JRW>L/	Jeruel	יְרוּאֵל
1	None	JCJCJ/	Jeshishai	יְשִׁישַׁי
1	None	JCNH/	Jeshanah	יְשָׁנָה
1	None	JCWXJH/	Jeshohaiah	יְשֹׁוחָיָה
1	None	JFJM>L/	Jesimiel	יְשִׂימִאֵל
1	None	JFR>LH/	Jesarelah	יְשַׂרְאֵלָה
1	None	JBNJH/	Ibneiah	יִבְנְיָה
1	None	JBNJH=/	Ibnijah	יִבְנִיָּה
1	None	JBFM/	Ibsam	יִבְשָׂם
1	None	JGDLJHW/	Igdaliah	יִגְדַּלְיָהוּ
1	None	JD>LH/	Idalah	יִדְאֲלָה
1	None	JDBC/	Idbash	יִדְבָּשׁ
1	None	JDLP/	Jidlaph	יִדְלָף
1	None	JDW/	Iddo	יִדֹּו
1	None	JZLJ>H/	Izliah	יִזְלִיאָה
1	None	JZRX/	<uncertain>	יִזְרָח
1	None	JZJH/	Izziah	יִזִּיָּה
1	None	JMN</	Imna	יִמְנָע
1	None	JMRH/	Imrah	יִמְרָה
1	None	JSKH/	Iscah	יִסְכָּה
1	None	JSMKJHW/	Ismakiah	יִסְמַכְיָהוּ
1	None	JSWR/	reprover	יִסֹּור
1	None	JPDJH/	Iphdeiah	יִפְדְיָה
1	None	JPTX=/	Iphtah	יִפְתָּח
1	None	JQRH/	meeting	יִקְרָה
1	None	JR>WN/	Iron	יִרְאֹון
1	None	JRP>L/	Irpeel	יִרְפְּאֵל
1	None	JCBJ=/	Ishbi-Benob	יִשְׁבִּי
1	None	JCBX/	Ishbah	יִשְׁבָּח
1	None	JCWJ/	Ishvite	יִשְׁוִי
1	None	JCMRJ/	Ishmerai	יִשְׁמְרַי
1	None	JCM<JH/	Ishmaiah	יִשְׁמַעְיָה
1	None	JCM<JHW/	Ishmaiah	יִשְׁמַעְיָהוּ
1	None	JCM>/	Ishma	יִשְׁמָא
1	None	JCPH=/	Ishpah	יִשְׁפָּה
1	None	JCPN/	Ishpan	יִשְׁפָּן
1	None	JCRH/	uprightness	יִשְׁרָה
1	None	JCJHW/	Isshiah	יִשִּׁיָּהוּ
1	None	JTLH/	Ithlah	יִתְלָה
1	None	JTMH/	Ithmah	יִתְמָה
1	None	JTNN/	Ithnan	יִתְנָן
1	None	JTR>/	Jether	יִתְרָא
1	None	JMM/	adders	יֵמִם
1	None	JCR==/	Jesher	יֵשֶׁר
1	None	JCW</	Jeshua	יֵשׁוּעַ
1	None	JCW<=/	Jeshua	יֵשׁוּעַ
1	None	JZ</	sweat	יֶזַע
1	None	J<DW/	Iddo	יֶעְדֹּו
1	None	JCB>B/	Jeshebeab	יֶשֶׁבְאָב
1	None	JCX/	<uncertain>	יֶשַׁח
1	None	JBNH/	Jabneh	יַבְנֵה
1	None	JBCH/	land	יַבְּשָׁה
1	None	JBLT/	wart	יַבֶּלֶת
1	None	JDJ/	Jaddai	יַדַּי
1	None	JXDJ>L/	Jahdiel	יַחְדִּיאֵל
1	None	JXDW/	Jahdo	יַחְדֹּו
1	None	JXZJH/	Jahzeiah	יַחְזְיָה
1	None	JXZRH/	Jahzerah	יַחְזֵרָה
1	None	JXL>LJ/	Jahleelite	יַחְלְאֵלִי
1	None	JXMJ/	Jahmai	יַחְמַי
1	None	JXY>LJ/	Jahzeelite	יַחְצְאֵלִי
1	None	JXYJ>L/	Jahziel	יַחֲצִיאֵל
1	None	JXF/	book	יַחַשׂ
1	None	JLQWV/	bag	יַלְקוּט
1	None	JMLK/	Jamlech	יַמְלֵךְ
1	None	J<KN/	Jacan	יַעְכָּן
1	None	J<NJ/	Janai	יַעְנַי
1	None	J<ZJ>L/	Jaaziel	יַעֲזִיאֵל
1	None	J<LH/	goat	יַעֲלָה
1	None	J<QN/	Jaakan	יַעֲקָן
1	None	J<QBH/	Jaakobah	יַעֲקֹבָה
1	None	J<RJ/	Jaare-oregim	יַעֲרֵי
1	None	J<RCJH/	Jaareshiah	יַעֲרֶשְׁיָה
1	None	J<RH=/	honeycomb	יַעֲרָה
1	None	J<RH/	kid	יַעֲרָה
